t0,exact_stratum,probability_scale_caliper,n_treated_in_stratum,n_controls_in_stratum,dense_assignment_entries,candidate_real_edges,candidate_edges_plus_dummies,dense_entry_cap,requires_sparse_solver,sparse_edge_cap,would_fail_current_matcher,treated_pscore_min,treated_pscore_max,control_pscore_min,control_pscore_max
2014,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,471,466890,220127031,775505,775976,5000000,True,100000000,False,0.0015084097965586683,0.3872958092121067,1e-06,0.395477827640795
2014,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1485,561784,836454465,16984822,16986307,5000000,True,100000000,False,0.0006473561159114226,0.31148254165785977,1e-06,0.32959680694098376
2014,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1768,516929,917056296,26875248,26877016,5000000,True,100000000,False,0.0011476557177827586,0.35201616936132896,1e-06,0.35222830205930405
2014,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,83,402993,33455308,13262,13345,5000000,True,100000000,False,0.11553077432655719,0.3375742138032535,1e-06,0.3871835023911932
2014,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,225,24133,5480550,279107,279332,5000000,True,100000000,False,0.0020856886453170997,0.5457913214139809,1e-06,0.5059899335385618
2014,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,16,3714,59680,98,114,5000000,False,100000000,False,0.02085574243405941,0.5401106638643803,1e-06,0.5069013034199299
2014,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,118,26204,3105996,241359,241477,5000000,False,100000000,False,0.0010375256008625536,0.3623787564774558,1e-06,0.39659165945666724
2014,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,216,18082,3952368,208860,209076,5000000,False,100000000,False,0.005055784754299623,0.5702216394796447,1e-06,0.5786753976496053
2014,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,860,540083,465210980,48438431,48439291,5000000,True,100000000,False,0.0003586871482791241,0.2783312431236923,1e-06,0.2529470315038574
2014,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,83,6890,578759,9310,9393,5000000,False,100000000,False,0.004505286140411077,0.4681229441752936,1e-06,0.6181070859608889
2014,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,229,496655,113786436,602118,602347,5000000,True,100000000,False,0.0031945338264409173,0.41254476047137545,1e-06,0.44053123731702065
2014,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,134,420115,56313366,55863847,55863981,5000000,True,100000000,False,0.0001690303848213969,0.0626338232736473,1e-06,0.11965991777438059
2014,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,80,6385,517200,14152,14232,5000000,False,100000000,False,0.0015609051220022156,0.6231260993080141,1e-06,0.5193665760663857
2014,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,140,10692,1516480,29253,29393,5000000,False,100000000,False,0.0014212910455780048,0.6178854643056536,1e-06,0.5519640260896717
2014,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,171,24713,4255164,326869,327040,5000000,False,100000000,False,0.0017081372918384078,0.538715531736758,1e-06,0.5478346665557897
2014,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,426,482982,205931808,65662913,65663339,5000000,True,100000000,False,0.000198498710185585,0.22106673022175014,1e-06,0.25116570265394617
2014,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,55,5752,319385,821,876,5000000,False,100000000,False,0.015668883769293318,0.47684592504759116,1e-06,0.4989650901835071
2014,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,42,329426,13837656,13833131,13833173,5000000,True,100000000,False,0.0001534814435909271,0.0007865204968260736,1e-06,0.1109433567012508
2014,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,48,5378,260448,873,921,5000000,False,100000000,False,0.020574188197982863,0.5618674604496487,1e-06,0.5004181842308787
2014,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,222,489579,108735822,34250634,34250856,5000000,True,100000000,False,0.0002463308775037771,0.23834966880258082,1e-06,0.27340109482333147
2014,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,219,19258,4265463,200306,200525,5000000,False,100000000,False,0.001937985328986628,0.4433976846594287,1e-06,0.5428849138869132
2014,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,139,10525,1482296,17843,17982,5000000,False,100000000,False,0.0017442294336188781,0.4805778717937596,1e-06,0.4958750858143187
2014,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,141,404748,57089349,53419933,53420074,5000000,True,100000000,False,0.0002289489065957123,0.11164549652394141,1e-06,0.13430578383069533
2014,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,17,428525,7285214,834,851,5000000,True,100000000,False,0.11553077432655719,0.26070041702672675,1e-06,0.30466807314477545
2014,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,16,401111,6418032,6417586,6417602,5000000,True,100000000,False,0.0001300862290287353,0.001180130788530098,1e-06,0.05307540683398303
2014,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,84,24017,2024484,264196,264280,5000000,False,100000000,False,0.0012348046715378745,0.3993053998055136,1e-06,0.38686223934070646
2014,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,6,6150,36936,36876,36882,5000000,False,100000000,False,0.000628102651085271,0.0019469427073352619,1e-06,0.04630743559355614
2014,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,51,466021,23769672,23299797,23299848,5000000,True,100000000,False,0.0002513443545787969,0.055920884356883145,1e-06,0.05984347532102304
2014,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,1,2173,2174,0,1,5000000,False,100000000,False,0.34905247811190876,0.34905247811190876,1e-06,0.39084412737189356
2014,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,28,17290,484904,106609,106637,5000000,False,100000000,False,0.0012033936160703415,0.3096152176827854,1e-06,0.3388569619353869
2014,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,44,21612,952864,133907,133951,5000000,False,100000000,False,0.0025165766136588186,0.29811426823595444,1e-06,0.32184468534193833
2014,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,6,4279,25710,24,30,5000000,False,100000000,False,0.20514050159075534,0.48186580093477666,1e-06,0.6648887607392934
2014,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,7,252806,1769691,1769628,1769635,5000000,False,100000000,False,0.00020021805939800233,0.0005104817996506135,1e-06,0.01803417156514029
2014,"{""lag1_age_band"": ""85-89"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,3,78838,236523,236511,236514,5000000,False,100000000,False,0.0003892690430129193,0.0007264430957318589,1e-06,0.012575710096735023
2014,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,5,6624,33145,32912,32917,5000000,False,100000000,False,0.000829765545673713,0.00220667194445492,1e-06,0.030472678984309123
2014,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,3,1604,4821,2,5,5000000,False,100000000,False,0.22526028692769,0.3641377626686817,1e-06,0.5084207177371632
2014,"{""lag1_age_band"": ""85-89"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,2,166692,333388,333382,333384,5000000,False,100000000,False,0.0002400295371710195,0.00048117238947755414,1e-06,0.03426001784487793
2014,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,1,5579,5580,5571,5572,5000000,False,100000000,False,0.0028081559944521145,0.0028081559944521145,1e-06,0.028326769406599863
2014,"{""lag1_age_band"": ""<20"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1,174901,174902,5,6,5000000,False,100000000,False,0.24980805992891447,0.24980805992891447,1e-06,0.25441309979877974
2015,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,149,12182,1837319,31891,32040,5000000,False,100000000,False,0.003324448954034265,0.49481127474241327,1e-06,0.5825432426606718
2015,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,68,28928,1971728,635101,635169,5000000,False,100000000,False,0.001019476715915849,0.32730580686313127,1e-06,0.3418282879946213
2015,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1477,483349,716088002,23527731,23529208,5000000,True,100000000,False,0.0007504649873575157,0.29843528145591225,1e-06,0.3206956079112741
2015,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1326,601689,799597890,42302202,42303528,5000000,True,100000000,False,0.0007131527576604057,0.2843815578584209,1e-06,0.23569653889277017
2015,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,438,472237,207031650,1647606,1648044,5000000,True,100000000,False,0.0025962242971001915,0.3436332788964674,1e-06,0.3505379991658598
2015,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1245,453368,565993185,10021389,10022634,5000000,True,100000000,False,0.0015429121719863984,0.35159582043611215,1e-06,0.3746597194477065
2015,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1935,602403,1169394030,52740884,52742819,5000000,True,100000000,False,0.0008633426475890846,0.24027622215253572,1e-06,0.2459785082897324
2015,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,956,546852,523704448,41380222,41381178,5000000,True,100000000,False,0.0005892368686570061,0.19607938546288087,1e-06,0.25462796487808526
2015,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1715,658592,1132426505,36558753,36560468,5000000,True,100000000,False,0.000704913385526085,0.2797370531521181,1e-06,0.29830599712014455
2015,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1249,527306,660165195,14798600,14799849,5000000,True,100000000,False,0.001218970016901279,0.2725875005054106,1e-06,0.2594669403982459
2015,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,929,486670,452979471,5957160,5958089,5000000,True,100000000,False,0.0014520195501070293,0.28219512076424497,1e-06,0.3257901466868521
2015,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,95,30797,2934740,251127,251222,5000000,False,100000000,False,0.0011468818442250193,0.4751020372370846,1e-06,0.42911655226223067
2015,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,379,471460,178826981,56552957,56553336,5000000,True,100000000,False,0.0002888533911959844,0.16626908818858321,1e-06,0.16510011316544196
2015,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,981,478762,470627883,6723696,6724677,5000000,True,100000000,False,0.0029101964548510118,0.3172293913478273,1e-06,0.32061451979123706
2015,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,604,519647,314231604,33870766,33871370,5000000,True,100000000,False,0.0005268788488490805,0.19755095245775273,1e-06,0.21363607604173188
2015,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1498,647582,972321840,49209700,49211198,5000000,True,100000000,False,0.0006807462874904886,0.21778585791160296,1e-06,0.2509115142149597
2015,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,219,391015,85680246,80142210,80142429,5000000,True,100000000,False,0.00012864910715378578,0.16168559872531021,1e-06,0.10111127066813677
2015,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,24,418386,10041840,1217,1241,5000000,True,100000000,False,0.16181638424712128,0.36161338083890204,1e-06,0.3579585503390896
2015,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,583,508965,297066484,2063647,2064230,5000000,True,100000000,False,0.002455937237071292,0.30939642587916266,1e-06,0.31615810413895873
2015,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,220,22598,5019960,144667,144887,5000000,True,100000000,False,0.0021264713253652703,0.66159294603473,1e-06,0.43373276799314664
2015,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,97,8421,826246,11252,11349,5000000,False,100000000,False,0.004659049886029403,0.520824509984941,1e-06,0.6429052771503876
2015,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,260,21392,5629520,271192,271452,5000000,True,100000000,False,0.0017324985563483047,0.5618156846796334,1e-06,0.46282319446861314
2015,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,245,29849,7373030,483106,483351,5000000,True,100000000,False,0.0018282586253911097,0.5330972788514761,1e-06,0.4696152453063227
2015,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,250,478135,119596250,32506062,32506312,5000000,True,100000000,False,0.0002456687859591845,0.16014883527265095,1e-06,0.18093358487791372
2015,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,20,423571,8471820,8471187,8471207,5000000,True,100000000,False,0.000159811173091954,0.0007462586388533327,1e-06,0.03232235608830148
2015,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,163,12011,1984362,64898,65061,5000000,False,100000000,False,0.0021412646115835056,0.6228172738979516,1e-06,0.6192683407526849
2015,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,205,507176,104013105,76963,77168,5000000,True,100000000,False,0.016889222508679073,0.30391773781356296,1e-06,0.3297114912020664
2015,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,154,33081,5118190,301892,302046,5000000,True,100000000,False,0.0015000367205684545,0.6128052549296503,1e-06,0.4122774566255574
2015,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,7,5136,36001,37,44,5000000,False,100000000,False,0.3084033211311462,0.4764720665552417,1e-06,0.7816845566909775
2015,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,38,24136,918612,341226,341264,5000000,False,100000000,False,0.0005197513134685641,0.3272406980097588,1e-06,0.5024334856255595
2015,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,61,446713,27253214,26801752,26801813,5000000,True,100000000,False,0.00015161866741028184,0.05408291141969583,1e-06,0.037675835932661474
2015,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,121,397133,48067734,47648823,47648944,5000000,True,100000000,False,5.417464105145602e-05,0.04990724315920282,1e-06,0.08074011034152098
2015,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,115,410592,47231305,45981201,45981316,5000000,True,100000000,False,0.0002499345413968583,0.08428380959655023,1e-06,0.10548723774595381
2015,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,3,7317,21960,21942,21945,5000000,False,100000000,False,0.0006796150647412342,0.001122339289089531,1e-06,0.04198858079228775
2015,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,200,30642,6168400,559714,559914,5000000,True,100000000,False,0.0011095925027784573,0.5343802191049383,1e-06,0.396140869387571
2015,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,91,7943,731094,10766,10857,5000000,False,100000000,False,0.005548637961988213,0.5003120525969742,1e-06,0.5630186850023682
2015,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,85,391833,33313030,11682,11767,5000000,True,100000000,False,0.13644484486306271,0.3187155541059828,1e-06,0.3570990444771885
2015,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,37,344735,12756564,12753439,12753476,5000000,True,100000000,False,0.00013052057066318773,0.0007007979211870112,1e-06,0.06344577842242102
2015,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,17,4524,77197,99,116,5000000,False,100000000,False,0.025438371885829723,0.5360878997119285,1e-06,0.5832473889718391
2015,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,48,6657,321840,774,822,5000000,False,100000000,False,0.20348941281187571,0.545571930194444,1e-06,0.6283558865978771
2015,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,41,7132,294093,14534,14575,5000000,False,100000000,False,0.005357582204751561,0.49659336185535946,1e-06,0.7814650257788586
2015,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,1,5258,5259,5255,5256,5000000,False,100000000,False,0.00047083088576146433,0.00047083088576146433,1e-06,0.015786952303327998
2015,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,4,180465,721876,721816,721820,5000000,False,100000000,False,0.00014643100715803313,0.0005432993825085826,1e-06,0.02576337778354128
2015,"{""lag1_age_band"": ""90+"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1,80040,80041,80039,80040,5000000,False,100000000,False,0.00028904436322511206,0.00028904436322511206,1e-06,0.016189938799421977
2015,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,6,10012,60108,60004,60010,5000000,False,100000000,False,0.0007690829361101625,0.004779888730796427,1e-06,0.03385426983479034
2015,"{""lag1_age_band"": ""80-84"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,6,261289,1567770,1567722,1567728,5000000,False,100000000,False,0.000150977939311701,0.0005734819357187136,1e-06,0.01342606754991084
2015,"{""lag1_age_band"": ""75-79"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,1,5291,5292,5291,5292,5000000,False,100000000,False,0.0011463020095544686,0.0011463020095544686,1e-06,0.009873856963869507
2015,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,2,7942,15888,15879,15881,5000000,False,100000000,False,0.0024843045182583795,0.00720723918592418,1e-06,0.16614419942605607
2015,"{""lag1_age_band"": ""85-89"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,2,83874,167752,167746,167748,5000000,False,100000000,False,0.00036986476853414075,0.0005143992446400893,1e-06,0.028014707700916474
2015,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""2""}",0.01,1,6347,6348,6346,6347,5000000,False,100000000,False,0.0011205294270494827,0.0011205294270494827,1e-06,0.0161145117190448
2015,"{""lag1_age_band"": ""85-89"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1,168371,168372,168370,168371,5000000,False,100000000,False,0.0005127701226385718,0.0005127701226385718,1e-06,0.022206990885358144
2016,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1108,502913,558455268,8275292,8276400,5000000,True,100000000,False,0.0016081923020047938,0.3066912785320345,1e-06,0.31677541484424315
2016,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1573,575043,907016968,35806662,35808235,5000000,True,100000000,False,0.0007806914769183182,0.2740325794674812,1e-06,0.2712793979778843
2016,"{""lag1_age_band"": ""45-49"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1425,631740,902260125,22406071,22407496,5000000,True,100000000,False,0.0004807277469811174,0.27283653988801754,1e-06,0.275635996722915
2016,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,598,520358,311531688,28139500,28140098,5000000,True,100000000,False,0.0005763940289797258,0.21014737290994967,1e-06,0.2035996082150641
2016,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,1317,646248,852843105,43142523,43143840,5000000,True,100000000,False,0.00046741903909571094,0.25716296378072145,1e-06,0.24957959798183266
2016,"{""lag1_age_band"": ""40-44"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1324,459272,609829104,12241642,12242966,5000000,True,100000000,False,0.0009827009180371211,0.3006624374186386,1e-06,0.30525570173893457
2016,"{""lag1_age_band"": ""70-74"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,57,402885,22967694,22963402,22963459,5000000,True,100000000,False,0.00018743763246258376,0.00115913369932155,1e-06,0.04506229142824794
2016,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,883,476268,421324333,1871868,1872751,5000000,True,100000000,False,0.002924129254918802,0.3587521288637747,1e-06,0.3993211339736044
2016,"{""lag1_age_band"": ""55-59"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,886,548731,486960662,36892302,36893188,5000000,True,100000000,False,0.0005350577634914287,0.1906039052402626,1e-06,0.20215982587068068
2016,"{""lag1_age_band"": ""50-54"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1199,596281,716378520,43765475,43766674,5000000,True,100000000,False,0.0007673524914438686,0.25865524378863375,1e-06,0.22821795889550128
2016,"{""lag1_age_band"": ""60-64"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,269,464974,125150367,38586651,38586920,5000000,True,100000000,False,0.00027507837439859676,0.19632639205492136,1e-06,0.19934643199785287
2016,"{""lag1_age_band"": ""20-24"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,11,409588,4505589,305,316,5000000,False,100000000,False,0.18285494422119103,0.3271883731631916,1e-06,0.4467091466579598
2016,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,895,499039,447440930,5047944,5048839,5000000,True,100000000,False,0.0025137759904388488,0.35847263239368243,1e-06,0.3387769539981194
2016,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""1"", ""lag1_ge_cat"": ""1""}",0.01,48,8211,396432,635,683,5000000,False,100000000,False,0.023851124741245004,0.5511037826274859,1e-06,0.8154528214058584
2016,"{""lag1_age_band"": ""35-39"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""2""}",0.01,1264,462954,586771552,9994167,9995431,5000000,True,100000000,False,0.0011886249566079878,0.3579788538063651,1e-06,0.35689312237094806
2016,"{""lag1_age_band"": ""25-29"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,191,521561,99654632,559185,559376,5000000,True,100000000,False,0.00382721114336527,0.3101530316765659,1e-06,0.4021471179278297
2016,"{""lag1_age_band"": ""65-69"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,202,408079,82472762,80785657,80785859,5000000,True,100000000,False,0.00017539500779409822,0.08704361235946807,1e-06,0.1116019854561441
2016,"{""lag1_age_band"": ""30-34"", ""lag1_ever_rehab_to_date"": ""0"", ""lag1_ge_cat"": ""1""}",0.01,525,512468,269321325,257867,258392,5000000,True,100000000,False,0.011512916697786146,0.34225836538288545,1e-06,0.3783044552491202
